POST_TRANSACTION_ACCOUNT_BALANCES,AMOUNT,BOOKING_DATE,CURRENCY_CODE,EXTERNAL_ID,ID,PARENT_ACCOUNT_KEY,
"{
  ""total_balance"": 10659.98
}",-3,2025-02-17 05:22:25.000 +0800,SGD,,14435113,8a8e8e9793d59dbe0193d885959b493d,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019510a41c330579"",
  ""external_reference_id"": ""585047769423829-1739769744000""
}"
"{
  ""total_balance"": 428.08
}",-3.08,2025-02-17 06:20:49.000 +0800,SGD,,14436420,8a8e8eb994f140290194f53f487303c4,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019510d991ab172d"",
  ""external_reference_id"": ""585047804444334-1739773247000""
}"
"{
  ""total_balance"": 50460.97
}",-1.29,2025-02-17 06:17:49.000 +0800,SGD,,14436349,8a8e8e0f90f5da550190f88f73460a10,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510d6d20011d3"",
  ""external_reference_id"": ""585047802674099-1739773067000""
}"
"{
  ""total_balance"": 2902.83
}",-3.87,2025-02-17 06:06:26.000 +0800,SGD,,14436124,8a8e8ffa9235306d019238d10b03712d,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019510cc68ad144f"",
  ""external_reference_id"": ""385047795853340-1739772385000""
}"
"{
  ""total_balance"": 276.87
}",-6.84,2025-02-17 05:33:11.000 +0800,SGD,,14435358,8a8e8f1794e1d71c0194e2cdf34a0ade,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510adf61e080b"",
  ""external_reference_id"": ""585047775891184-1739770389000""
}"
"{
  ""total_balance"": 3129.58
}",-4.77,2025-02-17 05:22:48.000 +0800,SGD,,14435129,8a8e8e6394e731c60194e90097c42851,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510a472ed0788"",
  ""external_reference_id"": ""305047769668719-1739769766000""
}"
"{
  ""total_balance"": 27.77
}",-2.48,2025-02-17 05:29:49.000 +0800,SGD,,14435293,8a8e8ebf94d789000194d90ed4b32ea8,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510aadf560791"",
  ""external_reference_id"": ""585047773854610-1739770187000""
}"
"{
  ""total_balance"": 1.22
}",-3.78,2025-02-17 05:18:52.000 +0800,SGD,,14435036,8a8e8ece94fb88900194ffda70c47493,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510a0dbe405f8"",
  ""external_reference_id"": ""385047767317921-1739769531000""
}"
"{
  ""total_balance"": 8296.52
}",-1.59,2025-02-17 06:09:49.000 +0800,SGD,,14436206,8a8e8f2294d2884a0194d53fa10f28d0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510cf80841264"",
  ""external_reference_id"": ""305047797855595-1739772588000""
}"
"{
  ""total_balance"": 19864.09
}",-5.11,2025-02-17 05:34:53.000 +0800,SGD,,14435397,8a8e8e14906fcd6a019073b7a9c32206,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510af85e10a7a"",
  ""external_reference_id"": ""305047776922323-1739770492000""
}"
"{
  ""total_balance"": 9699.73
}",-3.17,2025-02-17 05:12:32.000 +0800,SGD,,14434884,8a8e8fcf927d0181019281a6fd845d81,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff0951022130195109b0e6b043e"",
  ""external_reference_id"": ""465047763506023-1739769150000""
}"
"{
  ""total_balance"": 40.37
}",-3.32,2025-02-17 06:22:33.000 +0800,SGD,,14436460,8a8e8ffd94d642c10194d6a8026b2169,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510db288c1513"",
  ""external_reference_id"": ""585047805519422-1739773351000""
}"
"{
  ""total_balance"": 26.27
}",-1.19,2025-02-17 05:48:15.000 +0800,SGD,,14435705,8a8e8fb594d7805a0194d9a1532f5458,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510bbc0490de3"",
  ""external_reference_id"": ""305047784932316-1739771293000""
}"
"{
  ""total_balance"": 75.72
}",-2.95,2025-02-17 06:00:13.000 +0800,SGD,,14435971,8a8e8ebf94d789000194d91bf3743298,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510c6b5e71065"",
  ""external_reference_id"": ""585047792111347-1739772011000""
}"
"{
  ""total_balance"": 3.47
}",-6.52,2025-02-17 05:12:36.000 +0800,SGD,,14434885,8a8e8fd6950a9c7c01950cff6e9f4fc8,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195109b1d6103a3"",
  ""external_reference_id"": ""385047763543532-1739769154000""
}"
"{
  ""total_balance"": 19688.4
}",-8.9,2025-02-17 04:20:47.000 +0800,SGD,,14434745,8a8e8eef9074cd31019074d74b6f002f,"{
  ""card_acceptor"": {
    ""mcc"": 5818,
    ""name"": ""PlayStation Network"",
    ""street"": ""Tokyo JP""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be0195106baba3032c"",
  ""external_reference_id"": ""385047732440785-1739766044000""
}"
"{
  ""total_balance"": 8273.84
}",-4.24,2025-02-17 05:57:27.000 +0800,SGD,,14435914,8a8e8fc694e73bb40194e9338cdb3250,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510c42cd90f15"",
  ""external_reference_id"": ""465047790432706-1739771845000""
}"
"{
  ""total_balance"": 20860.8
}",-3.83,2025-02-17 05:32:43.000 +0800,SGD,,14435350,8a8e8e3e8a3c4c99018a46691ba854bc,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019510ad88e307dd"",
  ""external_reference_id"": ""385047775604621-1739770362000""
}"
"{
  ""total_balance"": 2749.77
}",-2.4,2025-02-17 05:56:02.000 +0800,SGD,,14435883,8a8e8fdc91f728fb0191faab9c3a1e26,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510c2e2090ebb"",
  ""external_reference_id"": ""465047789580368-1739771760000""
}"
"{
  ""total_balance"": 98.07
}",-105.38,2025-02-17 07:23:21.000 +0800,SGD,,14436776,8a8e8f6c94f1544f0194f286f3a6236a,"{
  ""card_acceptor"": {
    ""mcc"": 4900,
    ""name"": ""SERAYA ENERGY PTE LTD"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff09510221301951112d2ca1a9a"",
  ""external_reference_id"": ""305047841996325-1739776999000""
}"
"{
  ""total_balance"": 629.28
}",-6.64,2025-02-17 05:29:16.000 +0800,SGD,,14435284,8a8e8ef894ebeb5f0194ef3e120333cc,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510aa61cb0755"",
  ""external_reference_id"": ""585047773549038-1739770155000""
}"
"{
  ""total_balance"": 9602.12
}",-4.12,2025-02-17 05:12:45.000 +0800,SGD,,14434890,8a8e8e2893fd37e30193fe41ca376234,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c220195109b42cd03b2"",
  ""external_reference_id"": ""585047763619696-1739769164000""
}"
"{
  ""total_balance"": 43588.6
}",-4.66,2025-02-17 05:19:49.000 +0800,SGD,,14435055,8a8e8ecf90a8502a0190a9dd82f4136a,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510a1ba39068c"",
  ""external_reference_id"": ""585047767883986-1739769588000""
}"
"{
  ""total_balance"": 42.88
}",-2.38,2025-02-17 05:24:23.000 +0800,SGD,,14435160,8a8e8fda94f111c10194f50ae1ae67d9,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019510a5e93505ea"",
  ""external_reference_id"": ""385047770620814-1739769862000""
}"
"{
  ""total_balance"": 966.26
}",-5.2,2025-02-17 06:06:21.000 +0800,SGD,,14436122,8a8e8f4c94d29c520194d5954f563f1d,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510cc537e0f2f"",
  ""external_reference_id"": ""465047795794768-1739772380000""
}"
"{
  ""total_balance"": 26.16
}",-2.33,2025-02-17 07:37:21.000 +0800,SGD,,14436871,8a8e8f5d947fffd1019482084b11354a,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c220195111fa4161912"",
  ""external_reference_id"": ""385047850402150-1739777840000""
}"
"{
  ""total_balance"": 41.46
}",-2.26,2025-02-17 06:14:41.000 +0800,SGD,,14436305,8a8e8e3794d22bd80194d4a7025768d7,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019510d3f2e110b1"",
  ""external_reference_id"": ""465047800796180-1739772879000""
}"
"{
  ""total_balance"": 999.16
}",-1.19,2025-02-17 05:52:59.000 +0800,SGD,,14435815,8a8e8e5090e0f2190190e2ca473c2dec,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be019510c017f90de9"",
  ""external_reference_id"": ""585047787773381-1739771578000""
}"
"{
  ""total_balance"": 250.45
}",-1.19,2025-02-17 05:17:09.000 +0800,SGD,,14435001,8a8e8f1994f678d50194f86f4a1a4737,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195109f474804b7"",
  ""external_reference_id"": ""305047766279993-1739769427000""
}"
"{
  ""total_balance"": 24247.32
}",-1,2025-02-17 04:01:52.000 +0800,SGD,,14434719,8a8e8e669287485c01928acb796113a9,"{
  ""card_acceptor"": {
    ""mcc"": 6300,
    ""name"": ""SINGLIFE"",
    ""street"": ""6500000000 SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c220195105a5a5b0132"",
  ""external_reference_id"": ""465047721109926-1739764909000""
}"
"{
  ""total_balance"": 50210.48
}",-1.4,2025-02-17 06:05:26.000 +0800,SGD,,14436100,8a8e8e6891e286750191e9ef95a71532,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019510cb7b7e0efb"",
  ""external_reference_id"": ""585047795225061-1739772323000""
}"
"{
  ""total_balance"": 1.13
}",-4.52,2025-02-17 06:06:52.000 +0800,SGD,,14436132,8a8e8fc29500c5be01950534f86a33ea,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510ccce9c1201"",
  ""external_reference_id"": ""305047796112093-1739772411000""
}"
"{
  ""total_balance"": 987.78
}",-6.55,2025-02-17 06:10:04.000 +0800,SGD,,14436215,8a8e8e2a94fb9cb50194fd0412733382,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510cfbc3212af"",
  ""external_reference_id"": ""585047798025497-1739772602000""
}"
"{
  ""total_balance"": 354.82
}",-245.25,2025-02-17 05:25:00.000 +0800,SGD,,14435178,8a8e8ec9923a131801923de2d4152d6b,"{
  ""card_acceptor"": {
    ""mcc"": 8299,
    ""name"": ""OPN*AQUADUCKS"",
    ""street"": ""65 SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019510a6791c0a90"",
  ""external_reference_id"": ""385047770980529-1739769898000""
}"
"{
  ""total_balance"": 70491.75
}",-3.58,2025-02-17 05:44:39.000 +0800,SGD,,14435623,8a8e8ef2925dae470192600755bb2ef7,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019510b875b40aca"",
  ""external_reference_id"": ""465047782771717-1739771078000""
}"
"{
  ""total_balance"": 446.44
}",-2.82,2025-02-17 06:15:01.000 +0800,SGD,,14436311,8a8e8fb594d7805a0194d9b36ad55c70,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019510d441e31614"",
  ""external_reference_id"": ""305047800996450-1739772899000""
}"
"{
  ""total_balance"": 899.35
}",-2.38,2025-02-17 05:27:39.000 +0800,SGD,,14435246,8a8e8e0191d32efe0191d4157726066f,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510a8e69106ec"",
  ""external_reference_id"": ""465047772552752-1739770058000""
}"
"{
  ""total_balance"": 9934.81
}",-1.4,2025-02-17 05:18:35.000 +0800,SGD,,14435031,8a8e8fc694e73bb40194e853a9a50e04,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510a096ff0623"",
  ""external_reference_id"": ""385047767127708-1739769513000""
}"
"{
  ""total_balance"": 158.24
}",-11.1,2025-02-17 04:09:49.000 +0800,SGD,,14434727,8a8e8eea93080a4201930b5b69c372d5,"{
  ""card_acceptor"": {
    ""mcc"": 4121,
    ""name"": ""Gopay-Gojek"",
    ""street"": ""88888888 SG""
  },
  ""encoded_key"": ""8a8e8e51950b0f0201951061a3522c0f"",
  ""external_reference_id"": ""305047725872249-1739765387000""
}"
"{
  ""total_balance"": 230.85
}",-3.32,2025-02-17 05:10:42.000 +0800,SGD,,14434856,8a8e8ec394d2a64e0194d5ee4e4e53bc,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff09510221301951099600103fd"",
  ""external_reference_id"": ""305047762366188-1739769040000""
}"
"{
  ""total_balance"": 10931.45
}",-1.89,2025-02-17 05:50:44.000 +0800,SGD,,14435772,8a8e8f14907df21501907eb189a645c8,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510be08e40e64"",
  ""external_reference_id"": ""465047786439935-1739771443000""
}"
"{
  ""total_balance"": 19844.62
}",-95.73,2025-02-17 02:55:57.000 +0800,SGD,,14434589,8a8e8e3b8a1f6dce018a280694900541,"{
  ""card_acceptor"": {
    ""mcc"": 5399,
    ""name"": ""AMAZON SG"",
    ""street"": ""+6500000000 SG""
  },
  ""encoded_key"": ""8a8e8f49950afaf10195101e030d2dab"",
  ""external_reference_id"": ""305047681559014-1739760955000""
}"
"{
  ""total_balance"": 42236.73
}",-5.34,2025-02-17 06:05:33.000 +0800,SGD,,14436104,8a8e8e14906fcd6a0190724be801315f,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510cb97991174"",
  ""external_reference_id"": ""305047795299690-1739772331000""
}"
"{
  ""total_balance"": 41.45
}",-3.4,2025-02-17 06:21:28.000 +0800,SGD,,14436433,8a8e8e1494f66ed90194fa6af3c4468f,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510da28e612b5"",
  ""external_reference_id"": ""465047804840024-1739773286000""
}"
"{
  ""total_balance"": 401.68
}",-3.7,2025-02-17 06:08:26.000 +0800,SGD,,14436170,8a8e8f2294d2884a0194d4a80f236c06,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510ce3cc411dd"",
  ""external_reference_id"": ""465047797035654-1739772505000""
}"
"{
  ""total_balance"": 5.32
}",-3.48,2025-02-17 06:00:25.000 +0800,SGD,,14435974,8a8e8eff94e1cb5f0194e5fb64dd03c0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510c6e56d0fd7"",
  ""external_reference_id"": ""385047792245605-1739772024000""
}"
"{
  ""total_balance"": 40019.7
}",-1.66,2025-02-17 06:04:27.000 +0800,SGD,,14436068,8a8e8e3794d22bd80194d4bea77073e9,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510ca968510e8"",
  ""external_reference_id"": ""585047794632041-1739772266000""
}"
"{
  ""total_balance"": 40898.96
}",-8.19,2025-02-17 05:34:56.000 +0800,SGD,,14435398,8a8e8e6e91a505260191accb38e477cf,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be019510af908709c5"",
  ""external_reference_id"": ""385047776940630-1739770494000""
}"
"{
  ""total_balance"": 5749.95
}",-19.6,2025-02-17 02:28:01.000 +0800,SGD,,14434532,8a8e8f2e9142d1ce01914557218c4b7e,"{
  ""card_acceptor"": {
    ""mcc"": 5941,
    ""name"": ""Decathlon Singapore Pte."",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f49950afaf10195100471282be1"",
  ""external_reference_id"": ""465047664803137-1739759280000""
}"
"{
  ""total_balance"": 11404.05
}",-2.34,2025-02-17 06:22:18.000 +0800,SGD,,14436455,8a8e8ee09475aad9019479c08f6062ff,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019510daef141787"",
  ""external_reference_id"": ""465047805371285-1739773337000""
}"
"{
  ""total_balance"": 294.08
}",-2.34,2025-02-17 06:07:29.000 +0800,SGD,,14436143,8a8e8f6a94e6c5630194ead6c4ee7e7f,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f77950fc2dc019510cd5d1d14a6"",
  ""external_reference_id"": ""305047796479803-1739772447000""
}"
"{
  ""total_balance"": 11.66
}",-2.48,2025-02-17 06:20:22.000 +0800,SGD,,14436407,8a8e8f1894d1f6aa0194d624876e7016,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510d9290115b1"",
  ""external_reference_id"": ""385047804154125-1739773221000""
}"
"{
  ""total_balance"": 49999.99
}",-0.01,2025-02-17 04:32:02.000 +0800,SGD,,14434759,8a8e8fe78a3e4efa018a48028e2c5942,"{
  ""card_acceptor"": {
    ""mcc"": 5311,
    ""name"": ""Max Now Pte Ltd"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8ff09510221301951075f8e7026c"",
  ""external_reference_id"": ""585047739196985-1739766719000""
}"
"{
  ""total_balance"": 6.28
}",-6.64,2025-02-17 07:42:51.000 +0800,SGD,,14436910,8a8e8f5b94dcabae0194df44314e70cc,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""MTR - Rides"",
    ""street"": ""HONGKONG HK""
  },
  ""encoded_key"": ""8a8e8f909510366d01951124abf11c99"",
  ""external_reference_id"": ""585047853698700-1739778169000""
}"
"{
  ""total_balance"": 20039.03
}",-1.19,2025-02-17 05:19:39.000 +0800,SGD,,14435051,8a8e8ed490b2a3120190b42a6c9229e0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510a191c90625"",
  ""external_reference_id"": ""305047767759556-1739769577000""
}"
"{
  ""total_balance"": 135.43
}",-3.43,2025-02-17 05:48:54.000 +0800,SGD,,14435725,8a8e8fb594d7805a0194dae80e3d6602,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be019510bc595e0cb6"",
  ""external_reference_id"": ""585047785302606-1739771332000""
}"
"{
  ""total_balance"": 1310.42
}",-3.7,2025-02-17 06:08:14.000 +0800,SGD,,14436165,8a8e8e1494f66ed90194f81a7e8833a4,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510ce0b8e0fa8"",
  ""external_reference_id"": ""385047796928370-1739772492000""
}"
"{
  ""total_balance"": 51840.39
}",-201.6,2025-02-17 02:52:50.000 +0800,SGD,,14434584,8a8e8ebf94d789000194d94bdf423ecc,"{
  ""card_acceptor"": {
    ""mcc"": 7399,
    ""name"": ""AXS PTE LTD"",
    ""street"": ""63897938 SG""
  },
  ""encoded_key"": ""8a8e8f5c950b19250195101b276f207b"",
  ""external_reference_id"": ""305047679680418-1739760768000""
}"
"{
  ""total_balance"": 796.11
}",-4.51,2025-02-17 05:53:44.000 +0800,SGD,,14435830,8a8e8f348a29a29b018a2fcbfb306d89,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510c0c7ed0e39"",
  ""external_reference_id"": ""465047788196517-1739771623000""
}"
"{
  ""total_balance"": 3623.72
}",-1.73,2025-02-17 05:21:27.000 +0800,SGD,,14435089,8a8e8f6194d793260194de27aea355b6,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be019510a3361a06a7"",
  ""external_reference_id"": ""465047768857127-1739769685000""
}"
"{
  ""total_balance"": 3167.22
}",-1.29,2025-02-17 05:25:45.000 +0800,SGD,,14435194,8a8e8f6a94e6c5630194e8f6f26f2e1c,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3a95102c22019510a72702069c"",
  ""external_reference_id"": ""585047771427730-1739769944000""
}"
"{
  ""total_balance"": 120.51
}",-2.8,2025-02-17 05:26:57.000 +0800,SGD,,14435225,8a8e8ece94fb88900194fd1bfafc3bdb,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510a8402f07a5"",
  ""external_reference_id"": ""465047772147068-1739770015000""
}"
"{
  ""total_balance"": 367.46
}",-1.66,2025-02-17 06:09:52.000 +0800,SGD,,14436208,8a8e8fb594d7805a0194da9e538e5306,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8f909510366d019510cf8cec1273"",
  ""external_reference_id"": ""305047797903490-1739772591000""
}"
"{
  ""total_balance"": 798.4
}",-1.81,2025-02-17 06:24:32.000 +0800,SGD,,14436506,8a8e8f2294d2884a0194d4d031f57e2f,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e0d950ff7be019510dcf956147a"",
  ""external_reference_id"": ""385047806692421-1739773471000""
}"
"{
  ""total_balance"": 184.36
}",-4.12,2025-02-17 05:48:58.000 +0800,SGD,,14435728,8a8e8e8794f80bb20194f9d2eff87a2e,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510bc6a160e25"",
  ""external_reference_id"": ""385047785354491-1739771337000""
}"
"{
  ""total_balance"": 51291.92
}",-1.81,2025-02-17 05:24:07.000 +0800,SGD,,14435154,8a8e8f3190fab9360190fc59e03329d6,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff095102213019510a5a82307e4"",
  ""external_reference_id"": ""585047770446937-1739769845000""
}"
